35681310.0,139767234.0,1
35713557.0,139776788.0,2
35746774.0,139753844.0,3
35777660.0,139720957.0,4
35728083.0,139770704.0,5
35733304.0,139777676.0,6
35732944.0,139799008.0,7
35749609.0,139805118.0,8
35688921.0,139774012.0,9
35693392.0,139782483.0,10
35696421.0,139813952.0,11
35697587.0,139826090.0,12
35706447.0,139842755.0,13
35716779.0,139858281.0,14
35732946.0,139881695.0,15
35674588.0,139777706.0,16
35667951.0,139792622.0,17
35658702.0,139817370.0,18
35646148.0,139827425.0,19
35644399.0,139861617.0,20
35666195.0,139477204.0,21
35680777.0,139471815.0,22
35699775.0,139465704.0,23
35730799.0,139470506.0,24
35777850.0,139493392.0,25
35762163.0,139825171.0,26
35766552.0,139847474.0,27
35769525.0,139870277.0,28
35655639.0,139338966.0,29
35669332.0,139363491.0,30
35685469.0,139368795.0,31
35721132.0,139343657.0,32
35745823.0,139335878.0,33
35771376.0,139346709.0,34
35601789.0,139721825.0,35
35619899.0,139728185.0,36
35646841.0,139709297.0,37
35658506.0,139701797.0,38
35690725.0,139699851.0,39
35729914.0,139711154.0,40
35746024.0,139719569.0,41
35760551.0,139722179.0,42
35786687.0,139706207.0,43
35791213.0,139691375.0,44
35692948.0,139770956.0,45
35699835.0,139763790.0,46
35702057.0,139754512.0,47
35702113.0,139744847.0,48
35691003.0,139735598.0,49
35686004.0,139730654.0,50
35680087.0,139720238.0,51
35681198.0,139711489.0,52
35683058.0,139702045.0,53
35700724.0,139697378.0,54
35706278.0,139683602.0,55
35705805.0,139665964.0,56
35705333.0,139649826.0,57
35704889.0,139636327.0,58
35704611.0,139619968.0,59
35703777.0,139599636.0,60
35702944.0,139579861.0,61
35702665.0,139560696.0,62
35701998.0,139543947.0,63
35701554.0,139523754.0,64
35701109.0,139506338.0,65
35700247.0,139480257.0,66
35699135.0,139446400.0,67
35698024.0,139413930.0,68
35679248.0,139393987.0,69
35659500.0,139381489.0,70
35656498.0,139312440.0,71
35642194.0,139281776.0,72
35696114.0,139792537.0,73
35697447.0,139785982.0,74
35698530.0,139773095.0,75
35703578.0,139393681.0,76
35706356.0,139384487.0,77
35709050.0,139375821.0,78
35713549.0,139360906.0,79
35734602.0,139333434.0,80
35742351.0,139327962.0,81
35758432.0,139315935.0,82
35776291.0,139301935.0,83
35784540.0,139284798.0,84
35789900.0,139272326.0,85
35790290.0,139258383.0,86
35787345.0,139236885.0,87
35787928.0,139230025.0,88
35796733.0,139225052.0,89
35804454.0,139215636.0,90
35807592.0,139207664.0,91
35805786.0,139194055.0,92
35801425.0,139182916.0,93
35813824.0,139164028.0,94
35816257.0,139152113.0,95
35814923.0,139128754.0,96
35811813.0,139114782.0,97
35809174.0,139096701.0,98
35728436.0,139335407.0,99
