,,,,,name,line,lat,lon,,,,
380,181,1841,7,1010251,高麗川,JR埼京線,129215041,501629018,-11752.11543,-44410.60772,1
381,182,6227,8,2022563,新木場,りんかい線,128313879,503386318,-39635.5983,-344.176553,1
382,183,6230,8,2022563,東雲,りんかい線,128295493,503306142,-40201.89356,-2361.188329,1
383,184,6231,8,2022563,国際展示場,りんかい線,128272442,503261474,-40911.88709,-3485.180448,1
384,185,6232,8,2022563,東京テレポート,りんかい線,128247082,503214488,-41692.8641,-4667.712389,1
385,186,6233,8,2022563,天王洲アイル,りんかい線,128222549,503114662,-42447.22585,-7180.068124,1
386,187,6234,8,2022563,品川シーサイド,りんかい線,128183174,503110578,-43660.55707,-7283.826802,1
387,188,6228,8,2022563,大井町,りんかい線,128175374,503055290,-43899.68321,-8675.483334,1
388,152,2016,7,2022563,大崎,りんかい線,128217025,503034275,-42615.59928,-9203.05303,1
389,189,2016,9,1010511,大崎,JR山手線,128220304,503033730,-42514.53647,-9216.662845,1
390,190,2015,9,1010511,五反田,JR山手線,128243820,503015907,-41789.37052,-9664.367474,1
391,191,2014,9,1010511,目黒,JR山手線,128271489,502988093,-40935.90933,-10363.21868,1
392,192,2013,9,1010511,恵比寿,JR山手線,128315914,502968429,-39566.27393,-10856.2789,1
393,193,2012,9,1010511,渋谷,JR山手線,128357556,502937318,-38282.00029,-11637.20677,1
394,194,2011,9,1010511,原宿,JR山手線,128402729,502940709,-36890.00847,-11550.11039,1
395,195,1794,9,1010511,代々木,JR山手線,128450764,502939062,-35409.64979,-11589.59951,1
396,196,2010,9,1010511,新宿,JR山手線,128471315,502933754,-34776.14929,-11722.22628,1
397,197,2009,9,1010511,新大久保,JR山手線,128511323,502932360,-33543.16426,-11755.64299,1
398,198,2008,9,1010511,高田馬場,JR山手線,128555036,502945045,-32196.46098,-11435.0303,1
399,199,2007,9,1010511,目白,JR山手線,128582565,502954350,-31348.38643,-11200.08443,1
400,200,2006,9,1010511,池袋,JR山手線,128618892,502972387,-30229.44087,-10745.42292,1
401,201,2017,9,1010511,大塚,JR山手線,128622348,503034760,-30124.69467,-9177.950465,1
402,202,2018,9,1010511,巣鴨,JR山手線,128630365,503077840,-29878.68424,-8095.187023,1
403,203,2019,9,1010511,駒込,JR山手線,128641260,503104689,-29543.51734,-7420.248587,1
404,204,1847,9,1010511,田端,JR山手線,128643056,503153895,-29489.11678,-6183.815801,1
405,205,1860,9,1010511,西日暮里,JR山手線,128623791,503172017,-30083.12131,-5728.852216,1
406,206,1846,9,1010511,日暮里,JR山手線,128610093,503185430,-30505.47007,-5392.061121,1
407,207,1845,9,1010511,鶯谷,JR山手線,128586299,503212292,-31239.1245,-4717.418988,1
408,208,1844,9,1010511,上野,JR山手線,128557631,503208875,-32122.55165,-4803.771845,1
409,209,1843,9,1010511,御徒町,JR山手線,128534154,503200523,-32845.93484,-5014.10098,1
410,210,1842,9,1010511,秋葉原,JR山手線,128502208,503194947,-33830.34483,-5154.831757,1
411,211,1786,9,1010511,神田,JR山手線,128478481,503186752,-34561.42463,-5361.287104,1
412,212,1748,9,1010511,東京,JR山手線,128439480,503173290,-35763.11722,-5700.507059,1
413,213,1749,9,1010511,有楽町,JR山手線,128417533,503157862,-36439.2051,-6088.899319,1
414,214,1750,9,1010511,新橋,JR山手線,128387338,503141267,-37369.43382,-6506.8845,1
415,215,1751,9,1010511,浜松町,JR山手線,128348149,503137476,-38577.05537,-6603.120533,1
416,216,1752,9,1010511,田町,JR山手線,128313079,503103110,-39657.12649,-7468.416244,1
417,217,1753,9,1010511,品川,JR山手線,128252635,503071917,-41519.13623,-8254.818092,1
418,189,2016,9,1010511,大崎,JR山手線,128220304,503033730,-42514.53647,-9216.662845,1
419,218,1875,10,1010216,綾瀬,JR常磐線各駅停車,128732392,503381703,-26738.1419,-459.601213,1
420,219,1876,10,1010216,亀有,JR常磐線各駅停車,128747978,503463317,-26257.6875,1590.369653,1
421,220,1877,10,1010216,金町,JR常磐線各駅停車,128758778,503545807,-25924.24296,3662.181189,1
422,221,1878,10,1010216,松戸,JR常磐線各駅停車,128811972,503654140,-24283.38405,6381.961193,1
423,222,1879,10,1010216,北松戸,JR常磐線各駅停車,128870273,503693730,-22485.90417,7374.64881,1
424,223,1880,10,1010216,馬橋,JR常磐線各駅停車,128909459,503713802,-21277.84143,7877.519788,1
425,224,1888,10,1010216,新松戸,JR常磐線各駅停車,128960013,503727987,-19719.54796,8232.162945,1
426,225,1881,10,1010216,北小金,JR常磐線各駅停車,128987938,503762464,-18858.10812,9096.61806,1
427,226,1882,10,1010216,南柏,JR常磐線各駅停車,129029475,503847527,-17575.56547,11229.786,1
428,227,1883,10,1010216,柏,JR常磐線各駅停車,129091755,503906683,-15654.2024,12711.42588,1
429,228,1886,10,1010216,北柏,JR常磐線各駅停車,129141068,503969187,-14132.06849,14277.04112,1
430,229,1884,10,1010216,我孫子,JR常磐線各駅停車,129130341,504049357,-14459.17511,16288.57444,1
431,230,1887,10,1010216,天王台,JR常磐線各駅停車,129129651,504159401,-14474.91634,19048.9852,1
432,231,1885,10,1010216,取手,JR常磐線各駅停車,129213039,504238855,-11900.51299,21035.90486,1
433,5,5367,101,2022503,代々木上原,東京メトロ千代田線,128396603,502858597,-37075.87388,-13615.32833,1
434,232,5452,129,2022503,代々木公園,東京メトロ千代田線,128397285,502895817,-37056.23981,-12679.28055,1
435,233,5453,129,2022503,明治神宮前,東京メトロ千代田線,128397064,502946458,-37064.77429,-11405.76003,1
436,234,5454,129,2022503,表参道,東京メトロ千代田線,128385095,502972122,-37434.42888,-10760.8027,1
437,235,5455,129,2022503,乃木坂,東京メトロ千代田線,128388015,503025755,-37345.97186,-9411.878288,1
438,236,5456,129,2022503,赤坂,東京メトロ千代田線,128407751,503061875,-36738.67893,-8502.915697,1
439,237,5457,129,2022503,国会議事堂前,東京メトロ千代田線,128413989,503088634,-36547.05915,-7829.830907,1
440,238,5458,129,2022503,霞ケ関,東京メトロ千代田線,128409459,503117673,-36687.27377,-7099.706825,1
441,239,5466,129,2022503,日比谷,東京メトロ千代田線,128413755,503141908,-36555.34873,-6490.170022,1
