name,st_id,bef0600,af0600,af0615,af0630,af0645,af0700,af0715,af0730,af0745,af0800,af0815,af0830,af0845,af0900,af0915,af0930,af0945,af1000,af1015,af1030,af1045,af1100,af1115,af1130,af1145,af1200
御嶽山,364,0,0,40,154,0,160,1460,1676,841,1160,1131,226,432,22,0,0,48,128,0,0,632,142,0,0,0,1052
久が原,365,0,0,0,50,988,1077,1218,1596,712,983,520,435,319,495,869,370,0,0,0,0,0,0,60,0,0,94
千鳥町,366,100,34,34,340,232,1586,235,1534,385,985,1005,428,130,400,0,0,0,0,0,0,0,0,0,0,0,0
池上,367,0,150,100,1068,821,607,1020,1865,1670,1072,970,236,512,484,118,170,18,362,222,0,0,0,0,44,0,850
蓮沼,368,0,0,214,0,68,114,1852,253,312,389,438,98,0,0,0,0,0,58,0,0,0,0,0,0,372,432
沼部,369,67,67,100,85,115,234,126,228,535,146,209,45,0,214,0,104,29,81,0,0,378,55,55,0,0,0
鵜の木,370,35,35,146,348,336,1113,2453,1000,866,1177,844,627,800,434,964,0,0,0,52,0,0,76,0,0,0,40
下丸子,371,0,0,0,0,297,622,1194,1970,789,1363,1146,792,1159,428,0,440,340,41,41,0,0,0,0,0,0,910
武蔵新田,372,0,198,38,578,794,900,682,1126,1914,543,582,1059,568,199,193,136,230,648,592,0,0,0,0,0,0,2315
矢口渡,373,60,0,40,0,329,680,1036,1266,1982,1422,1030,267,770,175,334,270,52,81,55,0,0,208,0,0,0,1548
西太子堂,374,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0
若林,375,74,44,0,54,72,1114,138,61,195,440,512,289,0,0,0,72,72,0,0,0,0,0,0,0,0,0
松陰神社前,376,0,0,0,0,0,240,206,128,237,440,155,84,216,0,196,0,0,0,0,0,0,72,0,0,0,66
世田谷,377,0,0,98,170,46,86,308,286,179,185,60,134,36,144,104,70,0,72,0,0,0,0,0,0,0,72
上町,378,0,0,0,36,284,682,96,346,572,300,204,278,346,498,270,240,0,0,0,0,0,140,0,0,0,50
宮の坂,379,0,0,0,30,118,56,72,336,798,224,195,55,0,0,202,0,0,0,0,0,72,0,0,0,0,100
山下,380,0,0,0,152,32,54,426,92,171,341,168,398,36,186,72,28,0,0,48,0,19,19,0,0,0,0
松原,381,0,0,0,34,0,13,275,134,242,274,0,52,60,60,0,142,0,0,0,0,0,104,0,12,12,0
泉岳寺,382,148,154,236,738,1774,4283,7314,8827,10263,13455,13758,7580,6121,4289,3085,3531,1220,1052,781,547,1787,433,833,154,686,2244
北品川,383,0,0,0,0,76,586,296,72,108,128,32,52,0,0,0,0,0,64,0,0,0,134,0,0,0,56
新馬場,384,0,0,0,0,136,220,500,116,149,669,151,787,491,65,88,0,32,0,0,0,17,17,0,0,0,0
青物横丁,385,0,58,0,0,0,264,60,156,470,642,1024,131,108,76,20,0,78,0,0,0,0,0,0,0,0,80
鮫洲,386,0,0,0,0,340,76,0,19,628,170,32,78,261,85,36,0,0,92,0,0,0,216,0,0,0,0
立会川,387,0,0,0,0,82,598,0,950,788,800,288,276,90,68,0,236,236,0,0,0,0,0,0,0,0,378
大森海岸,388,0,0,0,204,32,240,175,505,0,490,262,92,228,752,72,0,0,100,0,0,0,84,0,0,0,0
平和島,389,337,35,175,438,1994,2406,2755,3376,3670,3572,2025,1444,1315,1728,319,475,0,382,0,0,0,0,436,0,0,430
大森町,390,0,544,0,148,40,562,551,1289,874,597,1581,838,486,390,125,251,0,0,0,0,82,0,0,0,0,116
梅屋敷,391,0,0,0,0,0,146,0,606,464,89,1440,27,3,0,0,0,0,142,0,0,0,0,0,68,0,14
京急蒲田,392,168,682,164,1272,1278,3109,7387,5541,9974,9602,8468,6958,4274,2808,1386,816,620,736,40,183,579,716,223,689,102,2638
雑色,393,308,90,64,1146,1300,1094,387,1183,1977,2645,1372,510,360,706,142,222,0,134,0,0,0,19,19,0,0,226
六郷土手,394,464,0,0,151,361,338,748,261,1378,525,663,145,84,420,30,62,0,0,0,158,40,0,68,0,0,0
糀谷,395,0,0,120,204,44,1896,1746,2358,538,266,1572,1396,990,126,0,22,38,0,0,0,82,0,0,252,0,0
大鳥居,396,0,86,13,93,80,264,358,838,442,1068,958,858,369,37,260,35,35,0,0,0,0,50,0,0,0,588
穴守稲荷,397,0,52,0,0,450,142,90,658,286,348,218,0,50,228,0,0,248,0,21,0,0,0,0,0,0,0
天空橋,398,0,0,62,62,0,0,328,464,750,684,692,320,130,108,0,0,214,0,0,0,0,0,0,8,0,0
羽田空港国際線ターミナル,399,0,0,0,0,99,99,0,156,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,17,476
羽田空港国内線ターミナル,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
田原町,401,0,36,0,0,186,0,54,1206,47,96,116,60,208,718,0,0,0,0,0,0,0,52,0,0,0,0
稲荷町,402,0,90,0,0,90,0,190,98,222,88,55,240,64,0,54,91,0,0,42,0,0,0,0,0,0,36
上野広小路,403,0,0,0,0,0,0,52,0,88,166,116,72,0,44,0,0,0,0,0,0,0,0,0,0,0,0
末広町,404,0,0,0,0,0,0,0,138,35,1135,58,130,0,144,0,0,42,0,0,0,0,0,0,0,0,0
三越前,405,0,0,0,0,102,1106,697,1193,1089,1554,1969,1947,1233,1066,53,126,118,86,64,111,42,0,0,0,0,360
日本橋,406,804,346,465,899,2707,3065,10305,15887,18700,16368,13888,16284,10913,6116,3788,2826,1060,897,1425,973,694,246,229,79,0,1194
京橋,407,0,0,0,0,0,0,198,52,0,0,260,112,34,34,0,0,0,0,0,0,0,0,0,0,0,154
銀座,408,118,0,0,288,443,680,2612,3164,4568,7571,8769,6779,5357,5314,3984,3213,2325,1115,552,164,264,126,85,52,86,1867
虎ノ門,409,0,0,64,0,0,90,214,124,0,58,244,0,0,0,13,13,0,0,0,32,0,0,0,0,0,142
溜池山王,410,82,192,630,0,230,158,612,1344,1992,2482,2512,2246,1272,871,1349,726,540,282,344,138,114,344,0,0,0,1094
赤坂見附,411,197,124,158,108,302,814,2578,4944,8039,7191,11316,11368,7656,6865,6596,3161,1668,1543,1237,756,502,121,104,222,76,825
青山一丁目,412,142,0,74,0,56,74,426,616,3409,3637,3190,3286,1839,1577,1272,393,372,180,244,64,130,135,0,0,0,486
外苑前,413,0,0,0,0,0,0,76,0,0,382,30,194,262,0,116,0,0,0,0,0,0,0,0,0,0,148
表参道,414,186,282,354,656,371,2222,4291,6476,8269,9842,11662,9812,9066,6384,4866,3540,2301,1325,1540,484,935,363,128,388,104,2598
新大塚,415,0,0,0,134,222,167,85,409,91,78,392,44,258,34,40,0,0,50,0,0,0,0,0,0,0,126
茗荷谷,416,102,0,0,0,830,164,589,964,507,921,847,473,501,66,288,52,198,0,0,0,36,130,134,0,0,0
後楽園,417,0,56,144,0,66,50,707,1108,1235,2666,1716,2862,2670,2244,202,552,132,420,0,504,0,0,0,0,112,1254
本郷三丁目,418,0,0,0,0,198,192,980,62,242,218,656,333,206,580,914,190,116,0,0,0,0,0,0,66,0,202
淡路町,419,0,60,28,26,136,2210,84,955,1861,2082,2945,2516,3672,1466,459,375,448,297,319,0,0,116,0,450,0,130
大手町,420,948,165,446,579,1954,3749,8698,15923,17521,25209,30000,24639,17423,12277,6900,4622,3018,4409,2681,1431,816,168,266,255,881,5144
霞ケ関,421,855,390,531,2789,1767,3642,2932,2940,4449,4573,5111,5910,5986,2750,2478,1506,1110,316,255,947,250,156,50,42,18,1296
国会議事堂前,422,96,0,0,92,52,0,120,556,1543,1057,964,695,454,1008,149,386,174,94,94,40,256,0,0,0,48,384
四谷三丁目,423,114,0,0,0,92,48,118,210,232,144,260,104,108,286,0,116,74,0,0,0,0,0,0,0,0,266
新宿御苑前,424,0,0,0,0,0,154,102,60,217,123,156,70,33,220,0,48,0,0,0,0,0,0,0,0,0,0
新宿三丁目,425,0,0,0,0,0,55,471,52,434,278,1232,480,655,141,42,22,122,0,0,70,60,0,0,0,0,38
西新宿,426,42,0,74,0,0,56,118,24,406,0,0,112,200,0,0,0,0,0,0,0,0,0,0,0,0,0
中野坂上,427,168,0,234,294,426,3791,10293,9758,5480,13275,5923,4967,3602,2132,1483,2063,239,120,1268,1782,320,0,48,0,246,1622
新中野,428,0,0,0,0,192,167,563,600,288,412,379,824,360,670,231,406,258,100,256,0,0,0,0,0,0,78
東高円寺,429,0,0,42,302,50,284,76,958,694,611,240,281,332,429,157,71,0,0,104,25,25,0,32,0,0,262
新高円寺,430,0,0,182,58,48,1028,1555,556,675,1233,252,166,59,134,150,196,71,33,690,84,0,49,17,198,198,172
南阿佐ケ谷,431,0,0,0,122,0,212,24,560,17,863,506,205,0,0,0,0,62,120,120,0,0,0,0,0,0,0
中野新橋,432,74,0,0,0,142,196,728,888,1484,547,913,104,363,267,0,0,0,0,36,66,0,0,0,0,0,212
中野富士見町,433,94,0,0,48,228,3488,3442,1214,884,424,766,528,166,16,752,0,0,0,0,66,0,0,0,0,0,202
方南町,434,0,0,30,64,346,660,1571,1332,885,507,631,691,210,390,62,548,120,62,0,224,30,0,0,246,0,236
三ノ輪,435,0,0,0,111,447,434,436,539,609,920,884,258,791,156,268,11,100,0,0,0,0,0,0,0,0,180
入谷,436,0,30,84,110,412,222,52,1234,764,1115,1028,235,401,286,849,217,0,70,0,0,0,0,0,0,0,48
仲御徒町,437,0,0,0,0,0,55,183,80,1254,436,32,266,170,194,56,0,0,0,148,0,0,34,0,0,0,0
小伝馬町,438,0,0,0,0,0,0,20,50,30,17,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
人形町,439,208,0,0,0,30,613,650,2269,1203,4088,1441,1940,1139,793,422,387,199,64,0,0,70,78,0,96,0,222
茅場町,440,242,464,98,360,1326,2161,6510,7182,8829,11812,10093,9767,4708,2843,2899,2079,1398,1616,292,414,492,48,0,400,110,1778
築地,441,0,0,214,0,0,0,348,211,15,218,362,244,602,76,40,0,0,21,21,0,0,0,0,0,0,78
東銀座,442,95,0,0,0,60,158,1367,1093,955,1875,2199,1162,2076,873,740,754,540,0,0,326,0,0,0,20,0,112
日比谷,443,162,72,192,110,662,3690,3567,5433,8343,9726,11451,6866,7187,7641,3492,3608,2352,1038,592,1294,819,244,84,437,281,2041
神谷町,444,0,0,0,0,0,0,76,0,0,0,0,90,0,60,0,60,0,0,0,0,0,0,0,0,0,158
六本木,445,0,0,0,0,361,683,1060,329,281,109,417,949,389,724,239,0,154,0,0,150,0,0,0,90,0,24
広尾,446,0,0,0,0,48,244,266,175,327,408,62,358,51,108,23,45,22,25,125,0,0,0,0,0,0,74
落合,447,0,0,0,184,130,300,438,208,360,688,1984,715,286,750,105,21,0,0,0,0,0,0,0,0,0,48
早稲田,448,0,0,0,12,718,662,941,342,1688,1044,1364,820,527,382,447,547,0,954,0,0,0,0,56,78,33,0
神楽坂,449,0,0,0,0,26,1227,201,211,165,838,332,492,172,120,163,93,0,0,0,0,0,0,0,0,0,266
九段下,450,14,0,147,231,464,1384,8877,5893,12763,11886,12296,12633,9195,6780,4885,4540,2784,1941,1210,1724,697,231,182,214,612,4488
竹橋,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
門前仲町,452,88,16,193,321,549,1577,3154,3105,3177,2670,4629,2160,1201,2202,969,209,102,188,0,0,19,101,0,0,0,314
木場,453,20,38,74,92,402,483,710,763,1273,1865,280,465,95,306,426,176,160,0,0,0,0,0,0,0,328,304
東陽町,454,86,126,80,196,294,729,2383,1035,1734,1806,1142,917,681,359,512,45,595,108,164,60,0,110,0,0,0,300
南砂町,455,30,44,0,0,83,1389,222,1567,1683,470,623,301,213,1109,396,48,0,0,0,0,0,146,0,24,24,410
西葛西,456,284,304,647,1601,2628,5688,7527,10286,5563,4317,3783,3016,1680,1356,952,478,126,602,63,19,62,162,118,0,0,940
葛西,457,254,56,70,1458,3033,6421,5049,5394,5722,6304,4691,3170,1098,3001,1962,588,0,355,307,150,136,118,90,26,26,1776
千駄木,458,0,0,0,0,77,153,726,238,922,614,553,757,138,36,82,180,72,0,50,0,334,0,0,0,0,0
根津,459,0,0,0,118,0,156,344,70,519,902,1187,432,0,274,0,218,0,54,0,238,0,0,0,0,0,274
湯島,460,0,0,0,0,0,0,0,52,152,0,268,154,26,0,382,336,174,196,562,0,0,0,0,24,0,0
新御茶ノ水,461,0,0,64,0,0,342,979,543,1607,634,1058,1518,228,362,756,608,0,48,0,0,190,0,31,31,0,138
二重橋前,462,0,0,0,0,0,0,34,112,202,386,476,118,392,56,0,125,244,83,0,0,0,184,66,0,0,0
赤坂,463,0,0,0,0,0,0,0,0,112,0,44,204,0,0,0,0,0,0,0,0,0,0,0,0,0,78
乃木坂,464,0,0,0,0,96,332,0,76,137,192,97,143,0,0,0,52,0,0,0,0,0,0,0,0,342,400
明治神宮前,465,0,0,0,0,0,448,112,296,117,1004,1170,869,897,490,934,852,490,624,0,228,0,40,0,0,0,0
代々木公園,466,0,78,0,0,0,42,42,704,794,86,0,0,72,26,150,0,48,0,0,0,0,0,0,0,0,0
北綾瀬,467,30,0,0,798,222,1532,860,2448,2272,348,136,762,394,0,164,220,248,0,0,0,0,0,0,0,0,0
地下鉄成増,468,144,0,136,526,1422,1064,2946,1335,1894,1116,1665,840,814,424,202,118,48,0,0,0,0,0,0,34,78,850
地下鉄赤塚,469,56,0,274,198,250,1058,2729,2010,1824,1487,937,674,199,460,492,214,155,133,977,0,0,270,200,0,0,738
平和台,470,142,44,324,289,1007,1192,5421,2826,2117,2064,1089,1175,854,306,138,0,0,0,0,0,0,88,0,0,0,546
氷川台,471,138,158,126,68,360,920,2274,1840,1444,2271,1686,1011,508,414,500,558,78,30,36,68,0,92,0,0,0,530
千川,472,0,0,44,579,1715,542,1518,1112,1292,1840,584,1407,492,360,118,0,44,0,44,136,0,0,0,0,52,272
要町,473,34,72,0,54,436,252,1815,1098,869,2533,1334,355,477,463,166,126,38,34,170,0,0,0,0,194,0,0
東池袋,474,50,0,382,56,148,184,236,235,17,505,211,360,22,0,281,41,0,0,428,0,0,0,0,0,0,0
護国寺,475,0,50,0,168,729,807,461,395,368,392,1324,314,414,195,25,74,0,0,0,88,0,0,0,0,0,0
江戸川橋,476,0,0,62,144,164,190,650,596,808,1086,429,251,377,732,0,226,0,42,0,0,0,0,0,0,0,66
麹町,477,0,0,0,0,0,0,138,46,0,90,138,112,0,94,0,46,0,0,35,35,0,0,0,0,0,136
永田町,478,0,116,436,278,390,594,4592,4199,5200,5872,7078,7241,5095,4332,4363,2260,2325,902,276,1240,283,542,170,214,140,2854
桜田門,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
銀座一丁目,480,0,0,0,0,0,0,62,46,308,0,282,0,0,106,158,0,0,0,0,0,0,0,0,0,0,38
新富町,481,0,0,0,0,0,68,222,303,1598,994,321,474,336,0,0,0,48,18,0,0,0,0,0,0,0,48
月島,482,0,0,165,341,1178,479,1094,1563,1280,1998,1512,1292,901,152,796,1348,364,0,274,27,0,0,0,266,266,408
豊洲,483,46,88,92,48,313,1433,1475,1849,2060,1637,2121,1119,598,796,78,226,92,27,853,310,0,0,42,50,426,457
辰巳,484,68,0,77,336,785,406,110,721,1107,1031,249,304,357,310,44,140,0,82,96,0,0,366,0,0,0,396
半蔵門,485,0,0,0,0,0,0,354,330,28,84,62,72,46,40,384,0,0,0,0,0,0,0,0,0,0,0
神保町,486,110,0,210,110,202,1372,3373,4499,3398,6025,4934,5110,3903,4206,3538,3089,1437,1372,1658,942,1020,74,26,280,230,3162
水天宮前,487,0,0,0,0,189,0,10,159,35,474,356,188,388,164,226,0,0,0,0,0,0,0,74,0,0,344
清澄白河,488,0,0,0,978,832,724,3482,1750,2372,1920,1905,1349,776,372,238,0,1234,648,530,0,0,0,0,0,60,146
住吉,489,0,0,0,0,460,1054,1613,1675,860,1772,2643,1565,342,321,245,0,64,0,84,60,126,0,0,0,0,206
白金台,490,0,0,0,0,28,0,0,1352,252,430,430,106,0,0,0,0,0,0,0,0,0,0,0,0,0,132
白金高輪,491,0,0,0,0,225,152,240,268,779,602,2083,1841,2083,1876,630,144,270,482,38,534,300,0,0,100,0,381
麻布十番,492,0,0,0,0,0,0,0,206,526,492,712,359,103,88,428,88,0,0,62,0,0,0,0,68,0,384
六本木一丁目,493,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東大前,494,0,0,0,0,0,0,0,0,84,381,0,56,250,40,40,0,0,0,0,0,0,0,0,0,0,252
本駒込,495,0,0,0,54,58,110,466,48,170,138,0,0,0,130,0,0,64,0,0,0,0,0,0,0,0,96
西ケ原,496,0,0,0,0,230,84,254,574,144,96,266,72,156,0,0,96,0,0,0,96,0,0,0,0,0,0
王子神谷,497,74,144,210,164,294,1134,1848,493,365,987,1179,692,438,528,56,272,144,0,0,48,48,476,0,0,0,458
志茂,498,0,0,77,78,0,163,143,216,514,281,323,162,0,176,0,288,0,0,0,0,0,0,0,0,0,0
赤羽岩淵,499,0,0,546,1063,2121,3583,14085,6179,5068,6429,8044,4684,2736,724,1802,76,129,33,82,236,0,62,0,0,0,4650
雑司が谷,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西早稲田,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東新宿,502,0,44,44,0,0,224,64,472,0,274,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北参道,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西馬込,504,100,19,19,1048,382,1599,2685,2166,1277,3099,3531,4144,1296,464,204,218,334,0,38,44,0,0,0,0,0,84
馬込,505,80,0,84,134,136,2326,1137,2091,1608,1148,1204,426,158,63,234,150,0,0,174,0,30,74,84,0,0,142
戸越,506,212,182,0,0,0,500,934,134,216,598,1128,240,0,56,42,314,32,62,0,0,0,0,0,0,0,318
高輪台,507,0,0,0,0,0,230,0,0,0,238,274,30,0,0,0,0,0,37,37,0,0,0,0,36,0,0
三田,508,67,0,0,218,2594,503,2645,1783,3041,2769,3477,2830,4558,2274,643,218,478,354,770,0,574,364,34,502,100,1068
大門,509,357,103,0,0,510,716,1302,652,2048,2754,1548,1376,1022,999,994,782,116,0,0,140,0,0,196,0,0,0
宝町,510,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,128
東日本橋,511,0,0,0,68,58,1108,2365,3017,2782,2892,1988,2035,886,732,1582,276,144,0,0,818,118,0,0,62,0,202
蔵前,512,0,0,0,0,198,486,454,257,835,1560,411,363,510,194,66,0,224,154,0,0,0,0,0,432,0,78
本所吾妻橋,513,0,0,522,0,70,42,274,358,700,418,886,280,0,0,758,0,32,0,0,0,0,0,0,0,0,464
芝公園,514,0,0,0,0,0,0,0,106,54,14,98,82,370,370,0,0,0,0,0,0,0,0,0,0,0,0
御成門,515,0,0,0,0,0,0,0,0,0,0,60,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0
内幸町,516,0,0,0,0,0,0,0,112,18,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0
春日,517,0,112,0,120,272,68,574,584,3404,798,2024,2164,694,268,74,171,190,302,0,1214,66,152,0,0,76,646
白山,518,108,164,0,0,872,0,514,176,270,816,486,902,520,1052,519,453,0,290,0,818,0,60,0,0,0,102
千石,519,0,0,0,0,278,74,0,1196,114,1726,832,2120,216,80,0,0,74,90,112,74,0,0,0,0,0,170
西巣鴨,520,0,100,0,49,163,530,496,273,1155,269,1034,416,381,0,0,416,0,154,0,320,0,0,0,0,0,0
新板橋,521,0,0,0,0,0,0,256,242,273,856,1920,1386,386,224,500,222,144,262,908,0,254,0,0,0,0,222
板橋区役所前,522,0,0,0,0,94,414,1032,337,563,638,406,632,350,912,0,86,0,120,542,0,0,0,0,0,0,0
板橋本町,523,240,138,0,504,1636,898,232,939,810,1910,1028,2776,1277,781,160,100,84,0,0,0,0,344,0,0,0,362
本蓮沼,524,0,0,100,2322,496,796,0,580,369,444,656,841,766,0,138,0,194,0,210,0,0,130,0,44,0,0
志村坂上,525,104,50,386,42,186,166,537,494,936,1478,1272,234,177,72,15,140,192,0,0,77,30,0,0,0,0,0
志村三丁目,526,0,0,0,286,2948,786,366,1843,756,2935,980,1251,849,664,156,72,95,125,0,113,113,96,0,198,30,294
蓮根,527,113,108,96,110,148,444,446,800,254,398,162,332,398,295,26,26,122,0,2090,0,0,0,16,64,0,0
西台,528,0,58,102,726,1534,106,126,737,806,307,264,808,878,1172,252,0,414,154,50,0,0,0,0,0,0,0
高島平,529,110,374,41,844,1981,2650,1417,1153,4661,2370,386,938,682,1884,1266,92,0,186,0,0,0,0,0,52,0,370
新高島平,530,48,104,0,368,38,200,766,44,552,354,447,298,0,116,50,194,0,0,90,0,0,0,0,0,0,0
西高島平,531,0,0,0,546,488,486,214,906,3290,552,274,0,234,234,0,0,602,0,0,0,102,0,0,0,0,0
曙橋,532,0,0,0,0,120,86,166,1076,408,641,45,124,188,298,136,60,0,232,0,0,0,0,0,0,0,240
小川町,533,1112,222,1388,2102,2552,706,664,254,233,1663,333,1171,1601,1370,1602,1839,2417,2589,1274,923,150,341,355,240,238,630
岩本町,534,0,0,0,0,130,477,1165,664,652,1024,690,770,120,254,285,979,0,0,0,0,0,0,0,0,0,36
馬喰横山,535,0,0,54,78,150,408,3200,605,1777,1361,1935,2326,2127,240,476,722,298,44,284,38,0,0,72,40,0,2624
浜町,536,0,0,0,0,0,0,0,30,74,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
森下,537,16,98,0,126,1224,867,1422,1041,2109,4932,4236,2229,2914,246,820,126,76,40,284,544,384,0,0,0,0,136
菊川,538,0,0,0,0,0,642,366,248,390,566,464,400,186,300,0,76,0,0,38,0,0,0,0,0,0,124
西大島,539,182,0,47,886,1191,520,788,954,1350,255,337,278,56,784,208,110,0,0,390,0,0,0,0,0,0,58
大島,540,0,0,96,108,154,254,918,2485,1790,846,2284,337,492,124,236,34,48,97,97,29,0,0,0,0,0,450
東大島,541,104,49,283,204,896,2114,1992,2107,2103,2170,1322,1843,521,308,204,24,0,548,166,0,0,1130,0,34,0,580
船堀,542,59,27,54,1736,1540,1474,1731,4573,2390,3343,2903,1823,2740,624,733,2567,265,105,86,628,0,156,0,0,64,340
一之江,543,82,70,162,3790,2104,2952,946,2720,1563,3296,2983,1200,234,132,66,108,0,62,0,0,0,0,0,0,0,658
瑞江,544,200,0,140,766,564,2288,2144,2136,3773,6184,2344,1572,1614,1490,0,263,148,936,0,106,78,0,59,0,0,128
篠崎,545,0,0,416,186,2492,1454,1476,2368,1799,1975,602,202,872,366,0,104,0,0,0,298,0,0,0,0,0,100
三ノ輪橋,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒川一中前,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒川区役所前,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒川二丁目,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒川七丁目,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
町屋駅前,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
町屋二丁目,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東尾久三丁目,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
熊野前,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮ノ前,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小台,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒川遊園地前,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒川車庫前,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梶原,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栄町,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
王子駅前,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
飛鳥山,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滝野川一丁目,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西ケ原四丁目,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新庚申塚,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
庚申塚,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巣鴨新田,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大塚駅前,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
向原,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東池袋四丁目,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
都電雑司ケ谷,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鬼子母神前,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学習院下,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
面影橋,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
赤土小学校前,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
足立小台,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
扇大橋,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高野,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江北,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西新井大師西,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
谷在家,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舎人公園,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
舎人,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
見沼代親水公園,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新宿西口,585,0,0,0,0,26,662,2046,1542,2296,3440,6950,1476,2025,1266,427,1448,408,742,710,1068,76,130,76,180,126,646
