name,st_id,bef0600,af0600,af0615,af0630,af0645,af0700,af0715,af0730,af0745,af0800,af0815,af0830,af0845,af0900,af0915,af0930,af0945,af1000,af1015,af1030,af1045,af1100,af1115,af1130,af1145,af1200
京成曳舟,236,0,0,31,95,83,325,155,343,371,309,539,74,166,263,48,0,0,0,0,0,0,42,46,0,0,16
八広,237,0,0,0,24,245,101,0,83,309,226,0,96,0,14,0,88,108,0,0,41,0,0,0,0,0,858
四ツ木,238,486,0,0,161,576,587,1611,726,424,358,241,51,434,238,0,35,316,0,0,0,0,48,16,0,0,73
京成立石,239,72,72,19,159,260,231,521,325,864,573,512,157,127,89,248,46,58,19,32,18,0,19,0,0,0,128
柴又,240,0,163,0,0,162,740,0,1366,121,119,0,0,160,160,0,0,0,0,0,0,0,0,0,0,0,260
京成金町,241,0,0,20,87,416,312,392,117,365,38,142,167,54,0,38,0,0,0,0,0,0,0,0,0,0,0
笹塚,242,80,99,48,86,648,1016,941,2570,3554,2055,2408,1745,1302,1333,927,706,547,312,575,195,0,291,76,104,46,649
代田橋,243,75,0,0,33,110,106,294,247,520,820,222,124,760,53,38,82,145,0,0,31,0,100,0,0,0,0
明大前,244,30,42,138,171,370,780,1066,3599,3657,4043,3131,3962,3681,1407,1582,1797,1158,1947,1358,554,209,79,386,200,0,2486
下高井戸,245,0,0,27,33,61,138,1416,1084,1679,871,692,580,428,708,193,198,45,108,110,26,17,87,0,0,0,293
桜上水,246,0,0,0,132,196,597,504,833,1331,638,662,385,323,386,235,114,38,27,251,0,0,0,0,0,0,330
上北沢,247,26,0,0,390,0,293,129,339,277,705,141,365,294,40,23,0,0,0,0,24,0,0,0,0,0,35
八幡山,248,36,0,0,130,313,164,320,331,624,1278,452,520,94,90,189,444,0,0,22,30,0,0,0,17,0,71
芦花公園,249,16,0,0,62,211,446,147,260,407,328,265,131,78,141,69,27,37,54,11,33,0,0,0,24,0,39
千歳烏山,250,19,123,258,213,408,1375,1649,1546,2199,2443,1773,1411,485,392,352,53,156,452,11,65,0,54,0,92,0,405
仙川,251,0,0,74,145,217,1105,2033,829,1712,885,526,781,228,421,0,189,107,42,87,35,0,36,0,0,403,698
つつじケ丘,252,175,82,83,401,826,1139,1467,2099,2305,1465,1933,739,538,564,185,329,61,163,19,20,0,78,15,100,46,374
柴崎,253,14,11,45,476,274,877,312,1007,457,69,733,254,354,89,278,0,14,0,0,0,21,0,116,0,20,334
国領,254,127,0,79,179,237,1180,746,846,1442,569,417,400,183,84,369,0,0,53,0,20,0,154,100,0,0,61
布田,255,0,0,59,84,154,186,322,175,162,828,178,0,33,0,212,0,0,0,0,0,0,0,0,0,0,206
調布,256,58,58,60,786,1022,2389,3039,4630,4835,4143,4244,3509,3329,1177,1269,543,664,1045,1148,344,344,192,161,16,226,1701
西調布,257,166,39,148,93,207,346,621,502,242,1092,78,602,73,96,15,131,71,160,0,0,0,13,0,0,0,21
飛田給,258,0,37,0,84,317,124,655,493,228,259,184,152,9,19,132,67,0,28,0,0,114,0,38,0,0,56
武蔵野台,259,20,45,33,306,105,306,929,932,427,462,198,289,285,49,111,13,0,189,0,54,0,0,0,0,0,0
多磨霊園,260,0,37,0,0,136,113,156,561,1202,60,59,37,8,0,171,75,0,0,0,0,157,0,0,0,0,0
東府中,261,105,0,94,411,208,434,537,1011,330,295,456,73,27,244,18,0,0,65,0,0,0,0,0,0,0,0
府中,262,52,14,285,513,682,584,711,1154,1484,2542,831,577,371,305,51,32,186,132,240,39,0,106,40,13,0,143
中河原,263,0,17,143,442,740,419,479,869,700,370,123,34,264,39,45,43,88,0,0,0,0,0,0,0,17,131
聖蹟桜ケ丘,264,47,167,294,252,814,2207,1518,876,1061,1100,356,460,179,249,153,357,201,37,0,0,87,0,0,0,0,269
百草園,265,0,14,107,50,136,105,228,192,47,771,182,12,27,92,19,35,0,0,0,0,0,0,28,0,0,108
高幡不動,266,25,13,119,357,238,807,1159,1089,936,1009,1046,307,694,628,736,120,0,137,42,604,388,121,181,13,181,536
南平,267,9,64,45,50,182,269,353,458,202,67,0,144,0,0,0,0,0,0,0,16,60,0,0,0,0,40
平山城址公園,268,33,16,219,181,73,232,52,61,48,145,115,36,228,20,72,21,45,27,0,0,0,0,0,0,0,219
長沼,269,0,126,0,38,22,307,51,33,47,26,0,23,0,0,157,0,0,0,0,21,0,0,0,0,0,0
北野,270,0,44,211,480,500,731,1981,1049,683,1146,513,898,673,202,610,406,770,41,72,65,0,0,0,65,0,129
京王八王子,271,48,31,46,871,846,1036,191,805,568,355,346,861,315,0,158,287,0,0,31,0,0,0,0,0,54,122
初台,272,33,0,0,41,87,445,817,380,605,505,360,436,116,28,324,201,395,0,279,0,0,0,0,0,94,0
幡ケ谷,273,0,0,0,136,198,374,479,720,458,352,472,506,399,198,30,0,0,0,231,0,137,0,731,0,0,43
京王多摩川,274,0,38,13,21,42,310,784,545,506,396,146,21,60,76,11,0,17,56,103,0,0,0,0,0,0,94
京王よみうりランド,275,0,38,32,82,156,60,118,412,257,18,133,387,0,150,58,0,132,0,0,21,0,0,0,0,0,92
稲城,276,0,0,28,146,407,635,954,752,240,501,627,0,44,84,14,0,0,0,0,0,0,0,0,0,262,101
京王永山,277,22,45,123,130,971,1247,389,700,1651,1054,552,363,64,234,0,0,108,20,0,262,47,0,0,19,0,314
京王多摩センター,278,91,37,156,543,623,875,576,1719,545,1150,366,885,304,142,256,15,134,24,53,496,58,0,23,0,0,246
京王堀之内,279,105,61,206,477,589,495,442,555,1138,263,305,179,207,75,0,0,128,70,0,0,0,16,87,0,0,20
南大沢,280,122,153,205,637,582,665,1013,974,654,825,289,1052,66,164,539,59,48,175,37,13,9,16,0,0,70,390
多摩境,281,49,0,118,295,241,322,416,333,167,399,348,132,0,173,0,23,0,251,0,0,0,0,0,0,0,0
府中競馬正門前,282,0,0,0,41,0,28,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
多摩動物公園,283,0,0,20,39,18,133,28,21,16,76,27,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
京王片倉,284,0,32,62,51,22,0,190,25,53,110,0,413,0,0,88,0,17,0,0,0,0,0,0,0,0,0
山田,285,0,0,0,155,41,51,169,0,90,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
めじろ台,286,0,0,342,270,871,87,569,629,1012,155,153,21,12,180,0,29,0,0,0,0,0,0,0,0,0,16
狭間,287,0,0,75,60,132,52,21,73,102,66,292,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高尾山口,288,0,0,37,28,0,0,0,217,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神泉,289,0,0,0,0,0,0,0,178,254,175,0,32,66,0,31,0,0,0,0,0,0,0,0,0,0,0
駒場東大前,290,0,18,0,20,54,297,51,114,194,476,101,202,175,95,0,0,0,36,0,0,0,0,0,0,0,196
池ノ上,291,0,0,0,0,0,136,159,345,205,271,148,94,247,179,0,59,23,0,0,23,0,0,0,0,0,0
下北沢,292,0,0,155,110,183,325,1899,2357,4389,3225,2238,4070,2899,1902,946,1207,416,661,685,88,261,61,0,1262,1267,1400
新代田,293,0,0,44,0,0,126,37,64,128,352,262,165,67,30,66,22,38,83,0,0,0,0,0,0,0,22
東松原,294,21,0,0,0,152,90,274,533,643,437,278,415,342,285,125,87,62,105,0,46,0,0,0,0,0,22
永福町,295,37,29,138,0,259,665,566,695,801,655,494,602,251,121,206,66,44,134,440,0,37,0,0,0,0,238
西永福,296,0,32,0,326,551,361,492,447,511,677,618,491,364,573,108,95,319,270,39,0,49,0,0,204,22,0
浜田山,297,0,0,0,50,408,558,883,952,570,806,482,504,263,202,190,63,21,0,32,54,32,0,0,0,0,54
高井戸,298,22,37,126,23,242,482,648,974,1782,1258,584,373,329,691,134,43,32,341,0,0,0,48,0,0,0,230
富士見ケ丘,299,0,0,39,59,287,518,702,968,954,699,513,284,326,21,46,54,0,42,0,0,140,0,0,28,97,0
久我山,300,32,41,72,69,403,693,987,726,1379,1102,505,655,304,22,301,660,26,32,0,49,0,0,0,49,0,481
三鷹台,301,62,111,132,333,148,466,765,1092,1162,1494,675,917,450,156,32,102,199,622,216,0,0,0,51,164,22,40
井の頭公園,302,0,0,53,32,190,372,317,191,255,213,325,32,129,180,91,0,42,0,58,0,0,0,0,0,0,0
南新宿,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
参宮橋,304,0,0,0,79,0,24,0,24,121,219,119,51,0,26,0,24,0,0,0,0,0,0,0,0,0,0
代々木八幡,305,0,0,0,0,22,23,177,24,90,30,18,0,0,0,0,0,20,5,0,0,0,0,0,0,0,30
代々木上原,306,0,0,219,152,400,2184,2027,2846,4549,4157,5208,5257,3374,2985,2950,1402,400,708,849,578,779,159,87,44,679,1318
東北沢,307,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,181,23,0,0,0,0,0,0,0,0,0
世田谷代田,308,0,0,0,0,32,0,181,477,147,389,682,59,0,0,0,56,0,0,65,0,0,0,0,0,0,107
梅ケ丘,309,0,0,0,0,268,0,258,261,64,443,537,294,56,70,0,0,0,0,0,0,0,0,0,0,0,61
豪徳寺,310,0,0,0,58,0,183,72,473,993,645,236,19,109,0,305,185,15,0,58,84,0,0,0,0,0,0
経堂,311,90,59,76,707,490,1215,1029,1847,1336,988,1471,1039,814,204,455,121,95,87,84,0,51,0,0,0,34,184
千歳船橋,312,69,0,42,43,323,736,761,736,537,832,987,696,822,981,181,111,94,96,74,81,0,0,20,0,0,110
祖師ケ谷大蔵,313,0,67,127,324,252,369,530,1109,566,829,1017,623,216,73,41,324,0,213,0,0,762,0,0,0,0,191
成城学園前,314,34,33,299,430,800,1156,1166,2052,3055,1686,1265,1225,738,616,825,259,96,214,439,33,0,25,0,80,0,374
喜多見,315,0,0,124,161,349,428,558,570,959,215,647,79,191,43,122,0,47,32,38,18,38,0,0,0,33,56
狛江,316,0,97,86,285,263,678,658,1217,1195,1418,397,531,520,325,26,328,0,285,103,268,0,0,36,0,68,112
和泉多摩川,317,0,0,104,84,62,28,594,541,343,161,327,105,1,0,68,37,169,0,0,0,0,0,0,0,0,0
鶴川,318,100,250,1220,551,1060,1075,2757,2862,2308,1215,869,864,435,339,136,20,57,0,43,53,0,167,167,209,66,152
玉川学園前,319,123,0,45,374,464,858,1252,1155,1168,513,439,345,161,86,64,121,65,81,392,78,0,0,0,19,55,80
小田急永山,320,0,0,150,27,0,43,354,119,58,42,116,42,45,105,0,101,0,0,0,0,0,0,0,0,0,262
小田急多摩センター,321,18,0,55,425,227,734,305,711,1286,316,251,42,92,44,0,0,135,30,0,0,0,0,0,0,0,187
唐木田,322,0,44,16,266,503,229,424,430,88,359,131,25,134,37,29,0,0,0,0,0,0,0,0,0,0,0
代官山,323,0,0,0,0,0,0,21,21,0,95,0,56,0,0,0,0,98,0,0,0,0,0,0,0,0,0
中目黒,324,96,66,161,744,2142,2225,5848,3978,4649,4785,6307,4457,6376,2888,2170,1734,833,413,212,284,293,38,92,71,86,746
祐天寺,325,141,0,0,198,46,690,529,489,422,246,475,764,160,45,141,70,47,70,0,0,0,0,0,0,0,0
学芸大学,326,58,39,166,440,476,747,1231,1325,2106,1971,1649,710,696,673,726,324,61,224,0,128,61,317,64,113,0,379
都立大学,327,114,112,0,137,549,820,1310,734,1867,964,1389,841,494,706,212,28,386,248,98,122,0,82,65,0,0,254
自由が丘,328,149,205,157,732,1411,1917,2309,3157,3593,4816,3361,3486,2392,984,733,588,739,183,621,218,510,0,79,110,282,1664
田園調布,329,0,0,0,132,372,383,213,566,439,205,650,320,227,164,76,77,0,0,0,0,46,0,0,0,0,39
多摩川,330,134,0,78,0,411,751,885,2288,2149,3413,1491,1986,1824,459,338,480,66,130,126,0,0,46,0,0,0,154
不動前,331,44,0,0,41,205,194,142,189,229,419,278,126,276,204,0,0,0,117,87,26,0,0,0,310,0,63
武蔵小山,332,190,43,11,100,152,499,554,272,464,1353,432,1291,391,325,330,125,223,0,0,104,0,0,50,0,0,200
西小山,333,0,30,43,329,679,102,703,425,1654,427,990,273,356,728,0,258,0,88,50,52,0,0,23,0,0,37
洗足,334,0,0,0,0,197,64,250,318,319,78,83,110,93,59,0,0,116,69,0,48,0,0,100,0,0,146
大岡山,335,0,0,65,101,13,588,192,1150,587,1518,2219,783,1029,290,441,308,25,181,38,22,347,29,0,241,0,124
奥沢,336,0,23,0,44,30,417,230,67,355,238,19,357,166,0,0,0,0,0,38,0,0,0,0,0,0,0
池尻大橋,337,159,0,87,208,185,454,929,738,722,1279,2079,648,426,694,28,272,206,65,153,0,179,0,0,0,0,463
三軒茶屋,338,177,72,140,334,1224,906,2602,1684,2129,3674,2761,1699,1480,1552,567,1020,185,211,437,72,35,0,38,96,0,1044
駒沢大学,339,74,36,37,313,743,1526,578,1727,857,1460,1772,1110,1366,868,782,487,405,216,75,101,0,43,36,28,65,475
桜新町,340,0,0,191,528,902,1816,1327,1296,1686,1301,1167,191,593,647,86,284,255,33,114,0,0,67,38,0,0,932
用賀,341,43,37,556,509,1036,1905,1316,1156,1432,1945,1011,526,1033,349,319,287,29,39,24,122,0,0,213,0,29,516
二子玉川,342,34,0,196,697,939,2105,4040,3200,3832,3763,4269,3199,2540,1415,900,1223,1119,223,319,367,317,256,104,262,38,1970
つくし野,343,38,78,252,171,294,490,247,184,70,252,184,41,63,95,39,0,0,0,0,0,0,0,0,0,0,0
すずかけ台,344,0,0,78,170,161,301,131,120,164,72,39,51,0,0,28,0,0,129,0,0,0,0,0,0,0,0
南町田,345,78,39,356,442,413,389,510,255,253,179,207,0,106,66,0,98,33,33,0,0,0,0,0,0,174,149
下神明,346,0,0,0,0,22,65,0,115,210,120,0,350,36,0,0,0,0,0,0,0,0,0,0,0,0,0
戸越公園,347,32,0,24,114,29,259,805,221,64,152,0,16,20,0,240,0,0,0,0,0,0,152,0,0,0,0
中延,348,0,0,105,0,0,757,232,370,509,515,974,376,227,178,40,41,65,0,55,0,0,0,0,199,0,22
荏原町,349,0,116,0,103,103,183,295,1350,654,225,478,0,19,20,0,0,0,0,48,0,0,0,0,0,0,18
旗の台,350,0,0,0,58,113,487,347,2115,852,668,937,1043,465,749,243,135,115,50,0,39,0,41,41,0,0,675
北千束,351,0,0,16,16,41,212,85,0,104,300,287,91,127,45,55,0,0,0,0,0,0,0,0,0,0,53
緑が丘,352,45,0,0,64,0,64,0,227,344,399,496,265,0,0,92,0,0,0,0,0,0,0,0,0,0,55
九品仏,353,0,0,0,74,85,57,118,97,262,183,156,157,28,0,0,0,0,46,77,0,0,0,0,0,0,0
尾山台,354,0,67,25,88,58,374,578,623,470,293,528,286,387,117,45,45,0,122,0,114,0,0,0,45,0,0
等々力,355,123,0,190,451,499,114,704,802,582,767,74,251,160,185,45,0,0,0,0,0,0,0,45,0,0,0
上野毛,356,0,0,94,248,491,456,68,168,578,556,73,251,371,81,0,104,0,45,0,158,0,0,214,0,0,179
大崎広小路,357,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
戸越銀座,358,0,41,0,68,0,151,51,72,184,235,269,99,65,0,36,0,0,0,0,0,0,0,0,0,0,125
荏原中延,359,62,0,22,0,23,0,74,175,226,371,339,273,40,0,19,0,0,0,0,0,0,0,0,0,0,0
長原,360,66,23,0,133,50,378,190,219,342,382,414,100,0,0,0,44,0,31,0,0,0,0,44,0,0,0
洗足池,361,38,0,27,68,138,345,112,560,498,126,424,322,174,0,0,50,64,0,0,0,28,0,0,0,32,141
石川台,362,0,0,0,89,127,165,673,586,613,455,169,237,216,46,183,30,151,198,0,0,0,0,0,0,0,219
雪が谷大塚,363,0,0,38,160,45,189,494,249,1200,936,149,92,136,59,22,0,19,118,86,0,62,0,0,0,0,207
御嶽山,364,0,0,0,60,0,80,207,972,371,616,535,98,432,11,0,0,24,64,0,0,316,0,0,0,0,526
久が原,365,0,0,0,25,466,703,521,590,507,368,205,181,73,22,405,370,0,0,0,0,0,0,30,0,0,94
千鳥町,366,50,34,34,148,116,724,94,675,230,474,367,156,45,228,0,0,0,0,0,0,0,0,0,0,0,0
池上,367,0,75,50,503,263,327,428,737,678,471,508,57,278,242,41,76,0,181,111,0,0,0,0,22,0,404
蓮沼,368,0,0,0,0,34,27,865,71,107,170,197,49,0,0,0,0,0,29,0,0,0,0,0,0,186,107
沼部,369,0,67,50,31,69,31,0,134,364,30,170,45,0,107,0,52,0,29,0,0,189,0,55,0,0,0
鵜の木,370,0,35,73,153,151,461,1096,534,402,458,582,434,417,217,482,0,0,0,26,0,0,38,0,0,0,20
下丸子,371,0,0,0,0,154,313,284,814,384,239,674,355,163,135,111,220,170,0,0,0,0,0,0,0,0,455
武蔵新田,372,0,99,0,307,290,293,177,259,1065,294,285,80,286,125,122,68,115,28,592,0,0,0,0,0,0,1203
矢口渡,373,60,0,20,0,197,278,386,963,851,473,412,182,233,77,79,28,26,26,29,0,0,104,0,0,0,74
西太子堂,374,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
若林,375,37,0,0,54,72,896,101,28,95,213,303,250,0,0,0,36,36,0,0,0,0,0,0,0,0,0
松陰神社前,376,0,0,0,0,0,73,114,100,55,154,155,42,144,0,134,0,0,0,0,0,0,36,0,0,0,0
世田谷,377,0,0,0,170,23,0,87,150,36,113,36,61,36,36,38,49,0,36,0,0,0,0,0,0,0,36
上町,378,0,0,0,18,212,411,36,166,309,144,57,141,179,17,39,129,0,0,0,0,0,70,0,0,0,25
宮の坂,379,0,0,0,15,118,56,36,139,144,112,36,55,0,0,0,0,0,0,0,0,36,0,0,0,0,0
山下,380,0,0,0,0,92,0,0,213,99,119,181,179,15,0,125,36,0,0,0,0,24,19,0,0,0,0
松原,381,0,0,0,0,0,0,49,134,84,94,0,52,30,30,0,71,0,0,0,0,0,0,0,0,0,0
泉岳寺,382,23,0,113,405,40,1581,2373,2354,3190,4153,3574,3326,2669,2484,745,1848,234,146,142,118,1125,51,634,0,25,793
北品川,383,0,0,0,0,38,293,125,36,37,64,0,26,0,0,0,0,0,0,0,0,0,67,0,0,0,42
新馬場,384,0,0,0,0,68,51,250,58,37,308,43,394,40,65,44,0,0,0,0,0,0,17,0,0,0,0
青物横丁,385,0,29,0,0,0,167,19,26,184,272,346,84,44,38,0,0,39,0,0,0,0,0,0,0,0,40
鮫洲,386,0,0,0,0,170,38,0,19,150,60,16,39,65,49,18,0,0,0,0,0,0,108,0,0,0,0
立会川,387,0,0,0,0,41,299,0,433,356,155,61,123,21,18,0,0,236,0,0,0,0,0,0,0,0,342
大森海岸,388,0,0,0,47,16,106,147,296,0,180,159,0,114,31,72,0,0,0,0,0,0,0,0,0,0,0
平和島,389,159,0,35,404,818,250,801,1609,684,1527,365,546,429,216,213,182,0,0,0,0,0,0,0,0,0,120
大森町,390,0,272,0,74,20,334,138,501,482,223,744,190,197,195,29,159,0,0,0,0,41,0,0,0,0,58
梅屋敷,391,0,0,0,0,0,9,0,76,21,36,562,12,3,0,0,0,0,71,0,0,0,0,0,0,0,14
京急蒲田,392,442,17,26,62,205,1393,1025,1050,2524,2226,2054,2156,2576,173,881,259,150,186,20,79,457,638,0,222,8,1119
雑色,393,92,45,16,531,409,372,163,495,907,597,283,144,116,294,39,24,0,0,0,0,0,0,19,0,0,0
六郷土手,394,0,0,0,67,30,207,329,68,524,525,229,94,0,0,15,31,0,0,0,158,0,0,34,0,0,0
糀谷,395,0,0,60,14,0,769,838,798,90,27,413,867,453,26,0,11,19,0,0,0,0,0,0,0,0,0
大鳥居,396,0,43,0,55,40,47,79,371,102,344,386,383,166,37,24,0,35,0,0,0,0,25,0,0,0,182
穴守稲荷,397,0,26,0,0,225,71,40,324,143,124,67,0,25,114,0,0,124,0,21,0,0,0,0,0,0,0
天空橋,398,0,0,31,62,0,0,46,118,99,336,74,363,187,38,0,0,0,0,0,0,0,0,0,8,0,0
羽田空港国際線ターミナル,399,0,0,0,0,0,99,0,78,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
羽田空港国内線ターミナル,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
田原町,401,0,18,0,0,114,0,27,310,34,61,26,33,104,359,0,0,0,0,0,0,0,0,0,0,0,0
稲荷町,402,0,45,0,0,45,0,95,32,127,25,55,240,0,0,27,25,0,0,21,0,0,0,0,0,0,36
上野広小路,403,0,0,0,0,0,0,0,0,0,85,26,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
末広町,404,0,0,0,0,0,0,0,0,0,585,29,65,0,0,0,0,21,0,0,0,0,0,0,0,0,0
三越前,405,0,0,0,0,42,195,398,559,554,676,550,1079,765,325,418,18,124,51,18,45,21,0,0,14,0,232
日本橋,406,309,173,191,236,691,1255,4438,3448,6719,7293,5624,8450,6340,2518,2374,2145,862,442,285,587,583,374,28,22,49,424
京橋,407,0,0,0,0,0,0,68,26,0,0,106,32,0,0,34,0,0,0,0,0,0,0,0,0,0,77
銀座,408,67,0,0,40,139,408,681,2071,1820,3159,4340,3704,3411,2278,2755,1032,682,895,207,169,91,76,85,26,11,814
虎ノ門,409,0,0,32,0,0,0,90,124,0,0,151,0,0,0,0,13,0,0,0,16,0,0,0,0,0,71
溜池山王,410,0,0,39,0,32,143,386,1021,573,1064,760,1357,814,570,618,228,281,201,136,38,24,149,0,0,0,333
赤坂見附,411,9,160,0,125,145,480,1063,3030,2462,3063,4458,4619,4843,2880,3863,1988,699,686,591,219,231,75,84,33,76,474
青山一丁目,412,43,0,74,0,28,66,129,319,1107,936,2167,1718,1114,746,542,450,261,143,90,0,94,135,0,0,0,168
外苑前,413,0,0,0,0,0,0,38,0,0,166,127,97,0,0,58,0,0,0,0,0,0,0,0,0,0,74
表参道,414,108,59,84,296,152,712,1352,2795,2802,3605,5265,4383,5256,3014,3133,857,1391,597,486,108,323,90,326,388,0,1015
新大塚,415,0,0,0,98,118,91,44,153,61,51,208,10,258,17,0,0,0,25,0,0,0,0,0,0,0,50
茗荷谷,416,51,0,0,0,333,82,269,474,181,505,645,218,340,46,144,26,99,0,0,0,18,65,67,0,0,0
後楽園,417,0,0,28,72,0,58,105,437,654,1370,317,2153,1047,2303,57,148,151,201,0,0,233,0,0,0,112,419
本郷三丁目,418,0,0,0,0,0,96,441,48,113,22,253,247,158,319,524,95,116,0,0,0,0,0,0,66,0,101
淡路町,419,0,0,28,0,32,1560,299,196,1354,602,2503,1997,882,878,664,142,86,30,278,0,0,116,0,37,13,65
大手町,420,541,106,85,237,776,2310,3127,5894,7599,10936,11836,12930,10604,5916,4265,2094,2259,1210,915,330,914,92,184,224,692,2471
霞ケ関,421,373,184,174,255,489,905,1871,1641,1750,2383,2287,2505,2852,1253,1528,759,344,308,113,434,85,63,0,12,18,265
国会議事堂前,422,48,0,46,0,0,34,78,46,356,589,374,457,181,151,153,239,121,0,0,175,0,0,24,0,0,0
四谷三丁目,423,57,0,0,0,46,24,36,149,101,68,130,52,84,286,0,58,37,0,0,0,0,0,0,0,0,133
新宿御苑前,424,0,0,0,0,0,154,84,60,62,98,119,0,33,38,0,48,0,0,0,0,0,0,0,0,0,0
新宿三丁目,425,0,0,0,0,0,0,58,91,32,60,433,245,193,120,73,0,65,0,0,70,0,0,30,0,0,19
西新宿,426,21,0,37,0,0,28,59,0,120,0,0,56,200,0,0,0,0,0,0,0,0,0,0,0,0,0
中野坂上,427,0,0,0,53,162,2409,2310,2863,3696,6560,3547,1489,1845,466,1307,972,129,0,38,1299,194,0,144,24,0,486
新中野,428,0,0,0,0,96,0,289,319,144,256,171,231,176,404,126,230,129,0,70,0,0,0,0,0,0,39
東高円寺,429,0,0,42,151,0,98,76,503,482,283,71,167,105,352,77,71,0,0,52,0,25,0,16,0,0,131
新高円寺,430,0,0,44,29,15,799,475,252,264,705,109,91,37,53,89,42,19,33,345,42,0,33,17,0,99,86
南阿佐ケ谷,431,0,0,0,61,0,34,12,310,0,403,170,205,0,0,0,0,31,0,120,0,0,0,0,0,0,0
中野新橋,432,37,0,0,0,45,98,320,521,1006,98,506,52,133,182,0,0,0,0,18,33,0,0,0,0,0,36
中野富士見町,433,0,0,0,24,242,3148,1677,607,339,175,326,275,73,0,752,0,0,0,0,33,0,0,0,0,0,0
方南町,434,0,0,15,64,173,507,995,673,403,285,379,288,78,205,62,311,60,31,0,194,30,0,0,123,0,29
三ノ輪,435,0,0,0,55,211,197,123,158,259,435,596,165,309,78,179,11,50,0,0,0,0,0,0,0,0,119
入谷,436,0,15,42,55,65,135,26,348,329,536,536,95,126,125,240,27,0,35,0,0,0,0,0,0,0,48
仲御徒町,437,0,0,0,0,0,0,81,26,174,318,0,188,36,66,0,65,0,0,0,0,0,0,0,0,0,0
小伝馬町,438,0,0,0,0,0,0,0,0,0,0,30,17,30,0,0,0,0,0,0,0,0,0,0,0,0,32
人形町,439,208,0,0,0,0,189,221,443,942,1469,1053,693,715,271,370,124,15,0,0,32,35,39,0,48,0,222
茅場町,440,383,94,245,84,144,1049,2034,3527,3200,5242,4707,4705,3582,2287,2209,979,1160,422,374,176,210,60,109,0,87,1028
築地,441,0,0,107,0,0,0,149,181,15,58,107,239,301,38,20,0,0,0,21,0,0,0,0,0,0,78
東銀座,442,73,0,0,0,0,46,680,525,314,993,751,611,988,471,381,120,199,0,0,163,0,0,0,10,0,50
日比谷,443,36,35,36,88,190,1441,1237,2102,3446,5093,4585,5052,4462,3295,2598,1207,969,567,297,1179,124,226,42,463,54,744
神谷町,444,0,0,0,0,0,0,38,0,0,0,0,42,0,30,0,0,0,0,0,0,0,0,0,0,0,79
六本木,445,0,0,0,0,173,534,780,89,270,93,137,356,312,519,147,41,47,0,0,75,0,0,0,0,0,57
広尾,446,0,0,0,0,24,174,40,80,168,210,40,179,29,108,0,45,22,0,75,0,0,0,0,0,0,37
落合,447,0,0,0,92,65,164,206,104,113,228,1478,396,115,200,22,21,0,0,0,0,0,0,0,0,0,24
早稲田,448,0,0,0,6,268,385,527,203,801,462,718,540,290,216,54,253,0,477,0,0,0,0,28,39,33,0
神楽坂,449,0,0,0,0,0,318,107,102,100,440,178,280,106,88,72,19,0,0,0,0,0,0,0,0,0,133
九段下,450,55,0,68,80,120,427,2954,3011,5054,5395,6210,6125,4603,3870,3360,1992,2126,510,349,850,267,191,0,91,227,2776
竹橋,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
門前仲町,452,38,0,16,193,146,586,661,986,1608,1541,1766,1228,683,359,368,276,745,67,0,0,19,60,0,0,0,119
木場,453,0,38,27,56,156,291,487,354,353,810,177,203,95,117,249,30,138,0,0,0,0,0,0,0,164,183
東陽町,454,43,63,80,98,182,413,1416,536,988,1211,672,652,503,207,352,45,574,43,93,30,0,21,0,0,0,227
南砂町,455,15,22,0,0,60,711,55,791,1095,163,286,98,39,292,216,48,0,0,0,0,0,146,0,24,24,205
西葛西,456,159,215,387,916,1450,2854,4068,5147,2531,2459,2054,1389,1031,738,512,245,0,559,41,19,0,112,59,0,0,480
葛西,457,127,28,35,817,1720,3677,2425,2811,3595,2761,2335,2074,402,1546,958,468,0,140,234,75,68,59,45,26,26,818
千駄木,458,0,0,0,0,0,153,56,173,594,229,94,323,138,18,82,101,72,0,25,0,0,0,0,0,0,0
根津,459,0,0,0,59,0,78,277,35,353,686,740,233,0,116,0,109,0,27,0,0,0,0,0,0,0,74
湯島,460,0,0,0,0,0,0,0,52,76,0,102,77,0,0,0,168,87,0,379,0,0,0,0,0,12,0
新御茶ノ水,461,0,0,0,0,32,146,37,281,73,719,755,808,306,226,170,222,251,0,24,0,0,0,0,31,0,31
